"longitude","latitude","landtype","price19","price18","price09","price99","price89","station"
140.88486,38.20267,"BS",NULL,NULL,66800,143000,NULL,"南仙台、450"
140.88945,38.20247,"RE",NULL,NULL,NULL,92100,NULL,"南仙台、700"
140.88945,38.20247,"RE",72000,NULL,NULL,NULL,NULL,"南仙台、1000"
140.88771,38.19345,"RE",70000,65800,58700,85600,NULL,"南仙台、1000"
140.80569,38.22218,"RE",33600,33600,36500,71000,NULL,"長町南、6800"
140.80356,38.21935,"RE",NULL,NULL,NULL,65000,NULL,"富沢、7200"
140.83339,38.23650,"RE",77200,76000,NULL,NULL,NULL,"八木山動物公園、1500"
140.84706,38.24398,"RE",105000,102000,NULL,NULL,NULL,"八木山動物公園、330"
140.84377,38.23852,"RE",NULL,NULL,61500,103000,NULL,"長町南、4200"
140.84903,38.23488,"RE",59500,59000,50600,99300,NULL,"八木山動物公園、1300"
140.86227,38.24751,"RE",53500,51000,49500,NULL,NULL,"愛宕橋、2700"
140.86227,38.24751,"RE",NULL,NULL,NULL,102000,NULL,"仙台、4500"
140.89203,38.22877,"RE",165000,145000,NULL,NULL,NULL,"長町、870"
140.87180,38.21072,"RE",146000,133000,NULL,NULL,NULL,"富沢、600"
140.87004,38.20964,"RE",NULL,NULL,109000,128000,NULL,"富沢、600"
140.86543,38.24881,"RE",63200,60200,59500,99000,NULL,"愛宕橋、2100"
140.86916,38.24260,"RE",50500,50000,52100,107000,NULL,"愛宕橋、1600"
140.86845,38.24257,"BS",NULL,NULL,NULL,157000,NULL,"愛宕橋、1400"
140.87627,38.24440,"RE",69800,67200,64900,127000,NULL,"愛宕橋、1000"
140.91476,38.19424,"RE",52000,49700,42000,76000,NULL,"南仙台、3100"
140.91280,38.18982,"RE",NULL,45500,38800,71600,NULL,"南仙台、3800"
140.92209,38.19636,"RE",NULL,NULL,40600,72100,NULL,"南仙台、3900"
140.85861,38.23014,"RE",56000,51200,NULL,NULL,NULL,"長町南、2000"
140.85861,38.23014,"RE",NULL,NULL,48900,86500,NULL,"長町南、2000"
140.75478,38.21389,"RE",9100,9200,11300,29000,NULL,"仙台、16000"
140.84488,38.22591,"RE",NULL,NULL,40500,80000,NULL,"長町南、3200"
140.87946,38.21716,"RE",NULL,NULL,NULL,99000,NULL,"富沢、1200"
140.87483,38.21239,"RE",154000,140000,NULL,NULL,NULL,"富沢、550"
140.86272,38.21943,"RE",NULL,NULL,NULL,181000,NULL,"富沢、900"
140.86124,38.21691,"RE",NULL,NULL,NULL,129000,NULL,"富沢、1400"
140.86760,38.21602,"RE",166000,151000,124000,139000,NULL,"富沢、540"
140.84996,38.21153,"RE",43200,41100,38000,57800,NULL,"富沢、2200"
140.83331,38.22092,"RE",NULL,NULL,44900,76400,NULL,"富沢、3700"
140.83224,38.22300,"RE",NULL,NULL,NULL,74000,NULL,"富沢、4300"
140.83536,38.21628,"BS",88000,88000,NULL,NULL,NULL,"長町南、3900"
140.83144,38.21564,"RE",48000,45700,43100,75100,NULL,"長町南、4800"
140.81303,38.22834,"RE",NULL,NULL,31800,67500,NULL,"富沢、6300"
140.81308,38.22045,"RE",NULL,NULL,33000,71000,NULL,"富沢、6400"
140.89716,38.20134,"RE",74000,69700,58000,NULL,NULL,"南仙台、2200"
140.88754,38.20986,"RE",80000,73000,61100,93500,NULL,"太子堂、1300"
140.90288,38.22094,"RE",63000,58000,50400,95300,NULL,"長町、1800"
140.84964,38.24304,"RE",93000,90600,61500,108000,NULL,"八木山動物公園、800"
140.87166,38.19739,"BS",113000,105000,NULL,NULL,NULL,"南仙台、1000"
140.86598,38.19509,"RE",104000,94200,71200,NULL,NULL,"南仙台、1700"
140.86598,38.19509,"RE",NULL,NULL,NULL,107000,NULL,"南仙台、1600"
140.88356,38.23885,"RE",NULL,NULL,NULL,135000,NULL,"長町一丁目、750"
140.85033,38.24523,"RE",70500,67300,54000,101000,NULL,"八木山動物公園、1100"
140.87082,38.22044,"BS",NULL,NULL,143000,NULL,NULL,"長町南、900"
140.86800,38.22778,"RE",44000,42700,44000,NULL,NULL,"長町南、1300"
140.86800,38.22778,"RE",NULL,NULL,NULL,94000,NULL,"長町南、1700"
140.71170,38.23597,"RE",8500,8600,10500,24900,NULL,"仙台、19000"
140.71643,38.23096,"RE",NULL,NULL,NULL,38800,NULL,"仙台、19000"
140.72279,38.22760,"BS",NULL,NULL,36300,78300,NULL,"仙台、19000"
140.72279,38.22760,"BS",30000,29800,NULL,NULL,NULL,"仙台、19000"
140.71973,38.22479,"RE",NULL,NULL,16600,35700,NULL,"仙台、20000"
140.72157,38.22991,"RE",19000,18500,18900,NULL,NULL,"仙台、18000"
140.86745,38.23072,"RE",34400,33400,NULL,NULL,NULL,"長町南、2100"
140.86761,38.23476,"RE",NULL,NULL,37700,78500,NULL,"長町南、2200"
140.86571,38.23549,"RE",NULL,NULL,NULL,76500,NULL,"長町南、3500"
140.82457,38.21963,"RE",32300,30800,34000,72900,NULL,"長町南、5300"
140.87480,38.23703,"RE",NULL,NULL,40700,98500,NULL,"長町一丁目、1300"
140.78505,38.23572,"RE",43000,43000,44100,74500,NULL,"仙台、11000"
140.78606,38.21972,"RE",28000,26200,28900,NULL,NULL,"長町南、9000"
140.78481,38.22086,"RE",NULL,NULL,NULL,57900,NULL,"長町南、9000"
140.87009,38.24134,"RE",NULL,NULL,42500,101000,NULL,"愛宕橋、1400"
140.90523,38.19369,"RE",54300,51900,42700,76000,NULL,"南仙台、2500"
140.90840,38.19601,"RE",NULL,NULL,NULL,76600,NULL,"南仙台、2600"
140.90683,38.20326,"RP",NULL,NULL,NULL,37300,NULL,"南仙台、2800"
140.90683,38.20326,"RP",22500,21200,19000,NULL,NULL,"南仙台、2600"
140.91122,38.19847,"RE",56500,54000,44600,NULL,NULL,"南仙台、2600"
140.85080,38.23085,"RE",71000,NULL,NULL,NULL,NULL,"長町南、2400"
140.85388,38.22917,"RE",NULL,61500,55100,95500,NULL,"長町南、2700"
140.88293,38.20258,"BS",NULL,NULL,NULL,172000,NULL,"南仙台、150"
140.87973,38.20204,"RE",105000,98000,NULL,NULL,NULL,"南仙台、830"
140.87973,38.20204,"RE",NULL,NULL,80100,112000,NULL,"南仙台、720"
140.88133,38.19324,"RE",126000,114000,94100,127000,NULL,"南仙台、670"
140.86096,38.22342,"RE",65000,62000,58100,103000,NULL,"長町南、1500"
140.86096,38.22342,"BS",73000,69600,71800,144000,NULL,"長町南、1800"
140.85286,38.22119,"RE",57000,52000,49900,82200,NULL,"長町南、2500"
140.89697,38.21234,"RE",56800,54100,50700,79500,NULL,"太子堂、1900"
140.88916,38.22943,"RE",NULL,NULL,122000,NULL,NULL,"長町一丁目、900"
140.88574,38.22092,"RE",113000,102000,71600,106000,NULL,"太子堂、1100"
140.88950,38.21307,"RE",102000,92000,69400,101000,NULL,"太子堂、1000"
140.84274,38.23107,"RE",49000,46600,45000,81800,NULL,"長町南、3500"
140.83836,38.22069,"RE",NULL,NULL,34000,72600,NULL,"富沢、3700"
140.83635,38.22456,"RE",45200,43400,NULL,NULL,NULL,"長町南、4000"
140.83774,38.23027,"RE",65500,59800,NULL,NULL,NULL,"長町南、3800"
140.84018,38.22511,"RE",NULL,NULL,49200,81000,NULL,"長町南、3700"
140.88014,38.22284,"RE",150000,137000,117000,139000,NULL,"長町南、600"
140.88014,38.22284,"BS",266000,238000,198000,330000,NULL,"長町南、200"
140.88841,38.23345,"BS",220000,197000,166000,330000,NULL,"長町一丁目、60"
140.88269,38.23399,"RE",159000,145000,124000,145000,NULL,"長町一丁目、470"
140.88234,38.23082,"RE",171000,156000,130000,153000,NULL,"地下鉄長町、450"
140.88437,38.22174,"BS",NULL,NULL,148000,251000,NULL,"地下鉄長町、500"
140.87776,38.22643,"RE",NULL,NULL,128000,148000,NULL,"長町南、500"
140.87857,38.23006,"BS",NULL,NULL,NULL,205000,NULL,"長町南、480"
140.87857,38.23006,"RE",139000,125000,110000,NULL,NULL,"長町南、750"
140.87898,38.23540,"RE",124000,112000,100000,NULL,NULL,"長町一丁目、800"
140.85378,38.23964,"RE",NULL,NULL,43800,82500,NULL,"長町南、3400"
140.86052,38.23829,"BS",NULL,NULL,NULL,125000,NULL,"長町南、3400"
140.87239,38.22884,"RE",NULL,NULL,NULL,128000,NULL,"長町南、700"
140.87093,38.22520,"RE",178000,161000,NULL,NULL,NULL,"長町南、620"
140.84964,38.27633,"RE",NULL,NULL,NULL,NULL,144000,"北四番丁、2000"
140.80722,38.32692,"AD",NULL,NULL,NULL,NULL,16500,"八乙女、7800"
140.90034,38.27935,"RE",62500,61000,59000,100000,NULL,"東照宮、1600"
140.89061,38.26254,"BS",584000,NULL,NULL,NULL,NULL,"仙台、650"
140.90582,38.26451,"BS",NULL,NULL,NULL,155000,NULL,"宮城野原、110"
140.98457,38.27741,"RE",92500,90200,76400,107000,NULL,"中野栄、550"
140.90375,38.26591,"BS",140000,135000,125000,308000,NULL,"宮城野原、550"
140.90413,38.26936,"RE",70400,68600,61100,112000,NULL,"陸前原ノ町、1000"
140.90288,38.27148,"IN",NULL,NULL,NULL,101000,NULL,"陸前原ノ町、1500"
140.90533,38.28350,"RE",57200,55000,52000,85000,NULL,"東仙台、2700"
140.89992,38.25648,"BS",196000,179000,125000,217000,NULL,"榴ケ岡、700"
140.89095,38.26428,"RE",348000,303000,NULL,NULL,NULL,"仙台、1200"
140.89095,38.26428,"BS",NULL,NULL,165000,380000,NULL,"仙台、1600"
140.92773,38.28515,"RE",53700,52800,53600,84200,NULL,"東仙台、1500"
140.92943,38.28312,"BS",68000,66600,61000,NULL,NULL,"東仙台、1400"
140.97714,38.25748,"RE",26800,26100,26100,43500,NULL,"陸前高砂、3000"
140.96126,38.25438,"BS",53800,52500,53400,NULL,NULL,"福田町、2600"
140.96126,38.25438,"SI",NULL,NULL,NULL,136000,NULL,"福田町、2500"
140.94582,38.30312,"RE",64100,62400,60400,72600,NULL,"岩切、1000"
140.94252,38.30271,"RE",NULL,NULL,51100,NULL,NULL,"岩切、1500"
140.94118,38.30269,"RE",50800,50300,NULL,NULL,NULL,"岩切、1500"
140.94118,38.30269,"RE",NULL,NULL,NULL,72600,NULL,"岩切、1500"
140.94580,38.30816,"RE",NULL,NULL,33700,58200,NULL,"岩切、1500"
140.95723,38.30317,"RE",NULL,NULL,NULL,71000,NULL,"岩切、500"
140.95378,38.29979,"RE",59800,57600,54600,76400,NULL,"岩切、70"
140.95686,38.30186,"RE",74400,72500,65300,NULL,NULL,"岩切、270"
140.95190,38.30750,"RE",NULL,NULL,56900,71400,NULL,"岩切、1000"
140.94923,38.30597,"RE",52100,51600,NULL,NULL,NULL,"岩切、1000"
140.95248,38.30618,"RE",86400,84900,74300,87500,NULL,"岩切、700"
140.94893,38.29771,"RE",51600,50600,50800,66400,NULL,"岩切、1500"
140.93213,38.29619,"RE",58000,57000,53000,81500,NULL,"東仙台、3000"
140.91470,38.27024,"RE",61500,60300,59000,105000,NULL,"陸前原ノ町、650"
140.91743,38.27337,"BS",84100,82000,74400,148000,NULL,"苦竹、500"
140.89302,38.27654,"RE",NULL,NULL,NULL,114000,NULL,"東照宮、1100"
140.89632,38.27536,"RE",88000,83800,76000,NULL,NULL,"東照宮、1100"
140.89963,38.27329,"BS",128000,NULL,NULL,NULL,NULL,"東照宮、2300"
140.90117,38.27341,"BS",NULL,105000,NULL,NULL,NULL,"東照宮、1500"
140.94160,38.26961,"IN",71500,65000,NULL,NULL,NULL,"苦竹、2000"
140.94530,38.26977,"IN",NULL,NULL,58900,150000,NULL,"苦竹、2300"
140.95352,38.26923,"IN",NULL,NULL,NULL,100000,NULL,"福田町、1000"
140.92339,38.27619,"RE",79500,77200,72800,NULL,NULL,"東仙台、500"
140.92339,38.27619,"RE",NULL,NULL,NULL,118000,NULL,"東仙台、500"
140.92792,38.27497,"RE",99000,95500,79900,121000,NULL,"小鶴新田、750"
140.92778,38.27255,"RE",75900,74500,68700,116000,NULL,"苦竹、800"
140.93126,38.27038,"IN",NULL,NULL,NULL,96500,NULL,"苦竹、1500"
140.93092,38.26381,"IN",NULL,NULL,37300,98500,NULL,"苦竹、1800"
140.92201,38.27941,"BS",NULL,NULL,NULL,155000,NULL,"東仙台、750"
140.91739,38.27625,"BS",NULL,NULL,81500,128000,NULL,"東仙台、200"
140.91078,38.27238,"RE",68900,67300,61800,110000,NULL,"東仙台、800"
140.91296,38.27433,"RE",79000,76800,72000,115000,NULL,"東仙台、900"
140.91498,38.28155,"RE",63000,60700,NULL,NULL,NULL,"東仙台、750"
140.91498,38.28155,"RE",NULL,NULL,58400,93900,NULL,"東仙台、750"
140.90451,38.28031,"RE",NULL,NULL,58000,101000,NULL,"東仙台、1500"
140.98456,38.28132,"RE",95000,91000,75700,104000,NULL,"中野栄、150"
140.89104,38.25867,"BS",NULL,NULL,446000,639000,NULL,"榴ケ岡、300"
140.88634,38.25861,"BS",850000,755000,590000,770000,NULL,"宮城野通、近接"
140.89230,38.25851,"BS",310000,273000,200000,NULL,NULL,"榴ケ岡、180"
140.89201,38.25744,"BS",NULL,NULL,NULL,265000,NULL,"榴ケ岡、400"
140.90205,38.26791,"RE",83900,81100,69200,117000,NULL,"宮城野原、1000"
140.99579,38.27660,"IN",NULL,NULL,25400,NULL,NULL,"中野栄、2300"
141.01129,38.27541,"IN",43000,41000,NULL,NULL,NULL,"中野栄、2900"
140.93138,38.28687,"RE",NULL,52200,51500,84500,NULL,"東仙台、2200"
140.92267,38.28195,"RE",67300,66100,63300,94500,NULL,"東仙台、600"
140.91916,38.28334,"RE",68200,65500,59000,103000,NULL,"東仙台、1400"
140.95728,38.29402,"RE",58500,57100,55600,78500,NULL,"福田町、2500"
140.95560,38.28407,"RE",93200,89800,NULL,NULL,NULL,"福田町、1400"
140.96231,38.27704,"RE",92700,89500,76700,104000,NULL,"福田町、600"
140.96387,38.28330,"RE",98100,94400,78000,101000,NULL,"福田町、1100"
140.96609,38.26996,"RE",NULL,NULL,NULL,111000,NULL,"陸前高砂、290"
140.96638,38.27452,"RE",78600,77200,NULL,NULL,NULL,"陸前高砂、750"
140.97372,38.27707,"BS",66000,64900,66000,151000,NULL,"陸前高砂、750"
140.96983,38.28408,"RE",NULL,NULL,68200,NULL,NULL,"陸前高砂、1200"
140.96983,38.28408,"RE",NULL,NULL,NULL,98500,NULL,"陸前高砂、1200"
140.96983,38.28408,"RE",78000,76500,NULL,NULL,NULL,"陸前高砂、1100"
140.97513,38.28156,"RE",NULL,NULL,61100,91000,NULL,"中野栄、1100"
140.95920,38.27273,"BS",NULL,NULL,NULL,124000,NULL,"福田町、450"
140.90182,38.29100,"RE",63000,61500,55400,99000,NULL,"台原、2500"
140.92770,38.26911,"IN",69300,63000,NULL,NULL,NULL,"苦竹、900"
140.91287,38.26087,"BS",NULL,NULL,86000,170000,NULL,"陸前原ノ町、850"
140.99403,38.26233,"IN",NULL,NULL,NULL,75600,NULL,"陸前高砂、2900"
141.00446,38.25670,"SI",NULL,NULL,41500,66000,NULL,"陸前高砂、4300"
140.88986,38.26370,"BS",430000,373000,NULL,NULL,NULL,"仙台、950"
140.89447,38.26298,"BS",247000,220000,NULL,NULL,NULL,"仙台、1400"
140.91103,38.26409,"RE",170000,149000,NULL,NULL,NULL,"宮城野原、550"
140.91103,38.26409,"BS",NULL,NULL,102000,140000,NULL,"宮城野原、450"
140.96997,38.27058,"RE",98700,96300,NULL,NULL,NULL,"陸前高砂、500"
140.97108,38.27129,"RE",NULL,NULL,78800,115000,NULL,"陸前高砂、510"
140.91374,38.29622,"RE",72500,69700,63700,109000,NULL,"旭ヶ丘、2800"
140.92944,38.29189,"RE",NULL,NULL,58800,99400,NULL,"旭ヶ丘、4700"
140.92877,38.29409,"RE",53500,51500,50700,87000,NULL,"旭ヶ丘、5100"
140.90799,38.28905,"RE",NULL,NULL,NULL,107000,NULL,"旭ヶ丘、2700"
140.91939,38.28793,"RE",73000,69000,61000,106000,NULL,"旭ヶ丘、4000"
140.91064,38.26632,"BS",NULL,NULL,NULL,NULL,182000,"宮城野原、100"
140.88329,38.27531,"BS",NULL,NULL,NULL,NULL,335000,"東照宮、350"
140.88557,38.27704,"RE",NULL,NULL,NULL,NULL,155000,"東照宮、500"
140.86760,38.21602,"RE",NULL,NULL,NULL,NULL,137000,"富沢、500"
140.87273,38.33819,"RE",NULL,NULL,NULL,NULL,62000,"八乙女、4600"
140.88838,38.27824,"RE",NULL,NULL,NULL,NULL,86400,"北四番丁、2000"
140.88548,38.28330,"BS",NULL,NULL,NULL,NULL,158000,"仙台、3000"
140.88548,38.28330,"RE",NULL,NULL,NULL,NULL,91200,"北四番丁、2500"
140.89095,38.26428,"BS",NULL,NULL,NULL,NULL,465000,"仙台、1600"
140.89011,38.26609,"RE",NULL,NULL,NULL,NULL,185000,"仙台、1800"
140.89769,38.32975,"RE",NULL,NULL,NULL,NULL,45600,"八乙女、2700"
140.85213,38.28692,"RE",NULL,NULL,NULL,NULL,77800,"北山、500"
140.84267,38.21267,"AD",NULL,NULL,NULL,NULL,26600,"富沢、2300"
140.83144,38.21564,"RE",NULL,NULL,NULL,NULL,56400,"長町南、4800"
140.81303,38.22834,"RE",NULL,NULL,NULL,NULL,48600,"富沢、6800"
140.97574,38.25549,"AD",NULL,NULL,NULL,NULL,26400,"仙台、9300"
140.94952,38.30491,"RE",NULL,NULL,NULL,NULL,55100,"岩切、700"
140.95259,38.29541,"RE",NULL,NULL,NULL,NULL,46500,"岩切、2000"
140.89513,38.32301,"SI",NULL,NULL,NULL,NULL,87000,"八乙女、2200"
140.88776,38.32027,"BS",NULL,NULL,NULL,NULL,130000,"八乙女、800"
140.89883,38.31506,"RE",NULL,NULL,NULL,NULL,55000,"八乙女、1800"
140.89302,38.27654,"RE",NULL,NULL,NULL,NULL,90000,"仙台、3100"
140.85843,38.26889,"RE",NULL,NULL,NULL,NULL,348000,"勾当台公園、1200"
140.94530,38.26977,"IN",NULL,NULL,NULL,NULL,94000,"国道４５号、近接"
140.88470,38.25505,"BS",NULL,NULL,NULL,NULL,1130000,"仙台、650"
140.89066,38.24087,"RE",NULL,NULL,NULL,NULL,95000,"東仙台、500"
140.93227,38.26755,"IN",NULL,NULL,NULL,NULL,67100,"苦竹、1700"
140.88794,38.29168,"RE",NULL,NULL,NULL,NULL,100000,"旭ヶ丘、1000"
140.88713,38.29539,"RE",NULL,NULL,NULL,NULL,105000,"旭ヶ丘、400"
140.88976,38.29698,"RE",NULL,NULL,NULL,NULL,81700,"黒松、800"
140.86401,38.26519,"BS",NULL,NULL,NULL,NULL,631000,"勾当台公園、450"
140.86946,38.28167,"BS",NULL,NULL,NULL,NULL,681000,"北仙台、300"
140.86574,38.27308,"BS",NULL,NULL,NULL,NULL,1500000,"北四番丁、200"
140.87700,38.26613,"BS",NULL,NULL,NULL,NULL,2400000,"広瀬通、600"
140.87729,38.26720,"BS",NULL,NULL,NULL,NULL,1310000,"勾当台公園、500"
140.87373,38.26461,"BS",NULL,NULL,NULL,NULL,1400000,"広瀬通、200"
140.87250,38.26516,"BS",NULL,NULL,NULL,NULL,5500000,"勾当台公園、近接"
140.89256,38.26176,"BS",NULL,NULL,NULL,NULL,600000,"榴ヶ岡、300"
140.91296,38.27433,"RE",NULL,NULL,NULL,NULL,92700,"東仙台、900"
140.91498,38.28155,"RE",NULL,NULL,NULL,NULL,74900,"東仙台、750"
140.86601,38.29681,"RE",NULL,NULL,NULL,NULL,84700,"地下鉄北仙台、3300"
140.88979,38.30884,"RE",NULL,NULL,NULL,NULL,71400,"黒松、700"
140.92902,38.31236,"RP",NULL,NULL,NULL,NULL,22800,"八乙女、5000"
140.91444,38.32739,"RE",NULL,NULL,NULL,NULL,48200,"八乙女、4800"
140.86432,38.27523,"BS",NULL,NULL,NULL,NULL,258000,"北四番丁、700"
140.85567,38.27617,"RE",NULL,NULL,NULL,NULL,150000,"北四番丁、2000"
140.85213,38.30223,"RE",NULL,NULL,NULL,NULL,71000,"地下鉄北仙台、3500"
140.85033,38.24523,"RE",NULL,NULL,NULL,NULL,78000,"仙台、5500"
140.90685,38.32325,"RE",NULL,NULL,NULL,NULL,40600,"八乙女、2900"
140.86133,38.29055,"RE",NULL,NULL,NULL,NULL,65900,"地下鉄北仙台、1700"
140.91391,38.23158,"RE",NULL,NULL,NULL,NULL,69400,"仙台、5100"
140.88937,38.23907,"BS",NULL,NULL,NULL,NULL,221000,"河原町、100"
140.86719,38.35844,"RE",NULL,NULL,NULL,NULL,44000,"八乙女、6000"
140.88374,38.33924,"RE",NULL,NULL,NULL,128000,NULL,"八乙女、600"
140.89192,38.32325,"RE",NULL,NULL,77400,NULL,NULL,"泉中央、1100"
140.89192,38.32325,"RE",NULL,NULL,NULL,120000,NULL,"泉中央、1100"
140.89232,38.32471,"RE",94000,91000,NULL,NULL,NULL,"泉中央、1400"
140.87755,38.31625,"RE",NULL,NULL,NULL,102000,NULL,"八乙女、1400"
140.86833,38.30976,"RE",NULL,NULL,NULL,85500,NULL,"八乙女、1100"
140.86833,38.30976,"RE",NULL,NULL,NULL,92800,NULL,"八乙女、2100"
140.86378,38.31040,"RE",NULL,NULL,NULL,80800,NULL,"八乙女、2400"
140.87192,38.31820,"RE",88000,83800,73000,NULL,NULL,"八乙女、1300"
140.87602,38.31454,"RE",79000,73300,62000,NULL,NULL,"八乙女、1700"
140.88660,38.31496,"RE",95000,90000,79300,NULL,NULL,"八乙女、650"
140.88628,38.31177,"RE",115000,105000,91000,NULL,NULL,"八乙女、230"
140.89323,38.31142,"RE",NULL,NULL,NULL,121000,NULL,"八乙女、1000"
140.89577,38.30942,"RE",104000,96500,81300,123000,NULL,"八乙女、1200"
140.89801,38.31136,"RE",NULL,NULL,79500,NULL,NULL,"八乙女、1400"
140.86188,38.31598,"RE",NULL,NULL,NULL,91500,NULL,"八乙女、2400"
140.85248,38.31339,"RE",66400,63800,56600,94500,NULL,"八乙女、3100"
140.81976,38.31756,"RE",48000,45000,38400,72800,NULL,"八乙女、6900"
140.82675,38.31876,"RE",NULL,NULL,NULL,69700,NULL,"八乙女、6400"
140.85873,38.34544,"RE",78600,75400,61500,92400,NULL,"泉中央、4200"
140.83049,38.30672,"RE",62000,58600,50100,83000,NULL,"八乙女、5300"
140.90096,38.29400,"RE",83500,76500,65800,111000,NULL,"旭ヶ丘、2100"
140.91010,38.29911,"RE",NULL,NULL,66000,109000,NULL,"旭ヶ丘、2100"
140.91447,38.29876,"RE",73000,70000,60600,100000,NULL,"旭ヶ丘、3200"
140.91635,38.30223,"RE",59500,57200,54500,95000,NULL,"旭ヶ丘、3800"
140.89568,38.29133,"RE",NULL,NULL,NULL,108000,NULL,"旭ケ丘、1500"
140.89360,38.29369,"RE",86300,79600,NULL,NULL,NULL,"旭ヶ丘、1200"
140.89360,38.29369,"RE",NULL,NULL,66600,111000,NULL,"旭ヶ丘、1100"
140.89445,38.29922,"RE",NULL,NULL,68400,110000,NULL,"旭ヶ丘、1200"
140.89445,38.29922,"RE",90200,83500,NULL,NULL,NULL,"旭ヶ丘、1300"
140.90215,38.29899,"RE",84800,78500,64400,106000,NULL,"旭ヶ丘、2200"
140.89365,38.31477,"RE",86600,83200,76100,107000,NULL,"泉中央、1800"
140.90154,38.33880,"RE",NULL,NULL,NULL,80700,NULL,"泉中央、3200"
140.90154,38.33880,"RE",58000,54400,47500,NULL,NULL,"泉中央、3300"
140.82019,38.32859,"AD",NULL,NULL,22600,37000,NULL,"泉中央、5700"
140.80722,38.32692,"RE",17200,17100,20400,30000,NULL,"泉中央、7200"
140.83568,38.33926,"RE",86000,82000,63200,98200,NULL,"泉中央、5100"
140.82309,38.34211,"RE",NULL,NULL,NULL,96100,NULL,"泉中央、6400"
140.88696,38.32915,"RE",76500,71700,62100,89800,NULL,"泉中央、1500"
140.87273,38.33819,"RE",NULL,NULL,NULL,103000,NULL,"泉中央、2000"
140.87962,38.33443,"RE",87500,80200,67000,NULL,NULL,"泉中央、1600"
140.87233,38.33206,"RE",NULL,NULL,62900,105000,NULL,"泉中央、1400"
140.89769,38.32975,"RE",51500,49000,44700,72200,NULL,"泉中央、2500"
140.89513,38.32301,"SI",NULL,NULL,71500,NULL,NULL,"泉中央、1900"
140.89513,38.32301,"SI",NULL,NULL,NULL,167000,NULL,"泉中央、1600"
140.89845,38.31923,"BS",74100,70000,NULL,NULL,NULL,"泉中央、2000"
140.88776,38.32027,"BS",106000,102000,98900,197000,NULL,"泉中央、800"
140.89819,38.31425,"RE",76600,73000,66800,106000,NULL,"泉中央、2000"
140.88458,38.31094,"RE",NULL,NULL,NULL,130000,NULL,"八乙女、230"
140.88753,38.30214,"RE",102000,94000,83500,124000,NULL,"黒松、350"
140.85576,38.35670,"IN",28500,26300,21500,47500,NULL,"泉中央、5000"
140.90378,38.32192,"RE",NULL,NULL,37300,64800,NULL,"泉中央、2000"
140.88979,38.30884,"RE",80500,74500,63500,109000,NULL,"黒松、710"
140.91162,38.31657,"RE",45800,44600,40300,57600,NULL,"泉中央、3200"
140.91444,38.32739,"RE",61800,60000,54800,80700,NULL,"泉中央、4000"
140.86047,38.33639,"RE",99000,97000,79900,104000,NULL,"泉中央、2800"
140.90685,38.32325,"RE",45500,43500,40900,66300,NULL,"泉中央、2900"
140.87106,38.35210,"RE",NULL,NULL,37600,61300,NULL,"泉中央、4300"
140.87160,38.35078,"BS",66100,62700,63600,110000,NULL,"泉中央、4000"
140.86719,38.35844,"RE",54000,51500,42400,71800,NULL,"泉中央、4700"
140.87854,38.32127,"RE",NULL,NULL,135000,182000,NULL,"泉中央、400"
140.87854,38.32127,"RE",190000,170000,NULL,NULL,NULL,"泉中央、340"
140.87822,38.32888,"RE",168000,150000,119000,147000,NULL,"泉中央、800"
140.88527,38.32481,"RE",NULL,NULL,104000,137000,NULL,"泉中央、500"
140.88681,38.32453,"RE",211000,188000,NULL,NULL,NULL,"泉中央、660"
140.88336,38.32214,"BS",NULL,NULL,NULL,478000,NULL,"泉中央、190"
140.88318,38.32354,"BS",300000,270000,241000,NULL,NULL,"泉中央、230"
140.86761,38.30318,"RE",95500,92400,80200,114000,NULL,"八乙女、1900"
140.84093,38.31775,"RE",66000,62500,54400,90200,NULL,"八乙女、4700"
140.84291,38.30888,"BS",76000,73000,80000,NULL,NULL,"八乙女、3900"
140.83675,38.31149,"RE",NULL,NULL,NULL,92100,NULL,"八乙女、4500"
140.83311,38.31585,"RE",NULL,NULL,NULL,96100,NULL,"八乙女、5000"
140.83910,38.30783,"BS",NULL,NULL,NULL,152000,NULL,"八乙女、4200"
140.79643,38.31020,"RE",36500,35300,31500,66500,NULL,"八乙女、9700"
140.84784,38.34479,"RE",NULL,NULL,66900,101000,NULL,"泉中央、5000"
140.85400,38.33572,"RE",87200,85000,69200,102000,NULL,"泉中央、3000"
140.89423,38.31919,"RE",93000,87700,NULL,NULL,NULL,"泉中央、1400"
140.89264,38.31906,"RE",NULL,NULL,78000,120000,NULL,"泉中央、1300"
140.92696,38.31787,"RE",NULL,NULL,NULL,80500,NULL,"八乙女、4900"
140.91748,38.32508,"RE",54000,51700,44900,78200,NULL,"泉中央、4800"
140.88451,38.30660,"RE",90000,84500,79700,119000,NULL,"黒松、570"
140.90205,38.26791,"RE",NULL,NULL,NULL,NULL,99600,"仙台、2800"
140.86954,38.26794,"RE",NULL,NULL,NULL,NULL,72000,"福田町、1400"
140.86800,38.22778,"RE",NULL,NULL,NULL,NULL,81000,"長町南、1700"
140.97234,38.28067,"RE",NULL,NULL,NULL,NULL,57000,"陸前高砂、1200"
140.96609,38.26996,"SI",NULL,NULL,NULL,NULL,98000,"陸前高砂、750"
140.96387,38.25847,"SI",NULL,NULL,NULL,NULL,60000,"福田町、2000"
